id,título,año,género,director,duración,calificación,país
8324,The Lion King,1984,Thriller,Hayao Miyazaki,158,4.2,Italy
8325,Inception,1984,Thriller,Ridley Scott,113,5.5,France
8326,The Matrix,1987,Historia,James Cameron,96,4.4,Australia
8327,Star Wars,1992,Musical,Steven Spielberg,178,5.3,Italy
8328,Fight Club,1981,Historia,Wachowski Sisters,167,6.9,Australia
8329,Inception,1960,Drama,Steven Spielberg,178,9.9,Australia
8330,Star Wars,1984,Drama,Ridley Scott,177,6.8,USA
8331,The Lord of the Rings,1993,Romance,Christopher Nolan,141,7.2,France
8332,Jurassic Park,1972,Thriller,Hayao Miyazaki,82,5.3,UK
8333,The Shawshank Redemption,2000,Comedia,Christopher Nolan,129,7.2,Canada
8334,The Matrix,1974,Thriller,James Cameron,166,9.1,UK
8335,The Godfather,1983,Animación,Quentin Tarantino,157,6.3,Spain
8336,Star Wars,1981,Ciencia Ficción,Ridley Scott,119,6.4,France
8337,The Shawshank Redemption,2009,Musical,Martin Scorsese,179,8.1,Italy
8338,Parasite,1988,Musical,James Cameron,144,5.7,Canada
8339,Interstellar,2006,Ciencia Ficción,Christopher Nolan,108,9.5,Italy
8340,Titanic,1968,Animación,Wachowski Sisters,115,9.7,Spain
8341,Titanic,1987,Ciencia Ficción,Bong Joon-ho,162,7.9,Italy
8342,Jurassic Park,1993,Musical,Christopher Nolan,126,1.2,South Korea
8343,Pulp Fiction,1983,Historia,David Fincher,141,6.3,UK
8344,The Dark Knight,2002,Comedia,George Lucas,115,8.7,Australia
8345,Fight Club,1989,Romance,George Lucas,148,6.9,Spain
8346,The Matrix,1963,Drama,George Lucas,128,4.0,South Korea
8347,The Lion King,1994,Musical,George Lucas,90,8.2,Canada
8348,Fight Club,1977,Acción,David Fincher,108,2.4,South Korea
8349,The Matrix,2011,Comedia,Wachowski Sisters,137,5.2,France
8350,Jurassic Park,1996,Animación,George Lucas,179,4.8,France
8351,The Lion King,1984,Thriller,George Lucas,164,6.2,USA
8352,Fight Club,1972,Ciencia Ficción,Francis Ford Coppola,89,4.6,Spain
8353,Gladiator,1979,Crimen,Peter Jackson,126,6.3,South Korea
8354,The Lord of the Rings,1970,Comedia,David Fincher,159,7.6,UK
8355,Avengers: Endgame,2012,Musical,Ridley Scott,131,9.4,Italy
8356,Schindler's List,2003,Romance,Bong Joon-ho,163,6.3,South Korea
8357,The Shawshank Redemption,1995,Musical,George Lucas,161,7.5,UK
8358,The Lord of the Rings,1960,Drama,Hayao Miyazaki,101,1.5,USA
8359,La La Land,2023,Animación,Hayao Miyazaki,165,6.8,Australia
8360,The Shawshank Redemption,1984,Thriller,James Cameron,121,3.2,UK
8361,Jurassic Park,1987,Crimen,Wachowski Sisters,140,8.5,Italy
8362,Pulp Fiction,1969,Animación,Bong Joon-ho,91,2.5,USA
8363,Star Wars,1982,Animación,Damien Chazelle,101,8.6,South Korea
8364,Fight Club,1966,Acción,Bong Joon-ho,122,5.5,UK
8365,Forrest Gump,2005,Ciencia Ficción,Hayao Miyazaki,169,2.1,UK
8366,Titanic,1960,Crimen,Martin Scorsese,171,7.5,USA
8367,Jurassic Park,1987,Romance,Wachowski Sisters,148,1.3,France
8368,La La Land,1972,Thriller,Steven Spielberg,82,4.4,Japan
8369,Pulp Fiction,1960,Acción,George Lucas,173,6.2,Australia
8370,Jurassic Park,1994,Crimen,Damien Chazelle,122,3.4,USA
8371,The Dark Knight,2007,Acción,Quentin Tarantino,94,1.5,Canada
8372,La La Land,2023,Comedia,Hayao Miyazaki,82,5.7,Japan
8373,Spirited Away,1999,Crimen,James Cameron,84,2.4,USA
8374,Forrest Gump,1958,Crimen,George Lucas,166,3.5,Germany
8375,Inception,2007,Drama,Francis Ford Coppola,97,9.1,South Korea
8376,Fight Club,1980,Thriller,Martin Scorsese,149,8.4,Italy
8377,Jurassic Park,1976,Romance,David Fincher,90,4.1,France
8378,Avengers: Endgame,1960,Comedia,Wachowski Sisters,158,7.4,USA
8379,Avengers: Endgame,1979,Drama,Hayao Miyazaki,82,6.9,USA
8380,Gladiator,2005,Animación,Quentin Tarantino,118,2.7,Canada
8381,Fight Club,2012,Acción,James Cameron,114,7.2,Spain
8382,The Lord of the Rings,2007,Crimen,Hayao Miyazaki,178,8.0,France
8383,La La Land,1956,Acción,Wachowski Sisters,131,1.5,USA
8384,The Shawshank Redemption,2017,Ciencia Ficción,Peter Jackson,93,4.8,Australia
8385,La La Land,2000,Animación,Christopher Nolan,96,7.9,South Korea
8386,Parasite,1996,Comedia,Peter Jackson,150,4.1,Canada
8387,Schindler's List,1989,Historia,Wachowski Sisters,138,8.8,UK
8388,Forrest Gump,2009,Crimen,Peter Jackson,113,7.4,Canada
8389,Gladiator,1983,Drama,Francis Ford Coppola,80,3.3,Germany
8390,Fight Club,1959,Comedia,Wachowski Sisters,151,2.8,Canada
8391,The Godfather,1958,Acción,Martin Scorsese,147,9.9,Germany
8392,Star Wars,2020,Drama,James Cameron,170,1.1,Spain
8393,Parasite,2016,Thriller,Peter Jackson,145,1.1,France
8394,Inception,2003,Romance,Quentin Tarantino,104,8.3,Italy
8395,The Lord of the Rings,1967,Animación,James Cameron,159,4.0,Australia
8396,The Matrix,2006,Thriller,Damien Chazelle,154,6.0,Australia
8397,Avengers: Endgame,1964,Comedia,Bong Joon-ho,98,8.9,Japan
8398,Pulp Fiction,1971,Drama,Bong Joon-ho,101,6.7,Italy
8399,Schindler's List,1994,Musical,George Lucas,167,7.2,USA
8400,Fight Club,1994,Crimen,Damien Chazelle,130,9.1,Japan
8401,Fight Club,2002,Crimen,Francis Ford Coppola,117,5.3,France
8402,The Lord of the Rings,1963,Ciencia Ficción,James Cameron,87,2.1,Germany
8403,Interstellar,2003,Animación,Damien Chazelle,120,7.7,Italy
8404,Schindler's List,2013,Acción,Damien Chazelle,167,8.7,South Korea
8405,The Dark Knight,1967,Historia,Hayao Miyazaki,161,5.3,Germany
8406,The Godfather,1995,Acción,Quentin Tarantino,84,3.8,South Korea
8407,The Shawshank Redemption,1954,Comedia,Damien Chazelle,96,4.2,Australia
8408,Pulp Fiction,1967,Crimen,Steven Spielberg,115,1.3,Italy
8409,The Matrix,2022,Historia,George Lucas,179,8.7,France
8410,The Dark Knight,1992,Musical,Christopher Nolan,146,7.9,USA
8411,The Matrix,1984,Acción,Hayao Miyazaki,113,3.0,Germany
8412,The Shawshank Redemption,1990,Crimen,George Lucas,147,3.8,Australia
8413,Spirited Away,2019,Animación,Quentin Tarantino,136,3.7,USA
8414,Star Wars,1981,Animación,Martin Scorsese,165,5.1,South Korea
8415,Inception,2006,Crimen,Peter Jackson,115,5.8,USA
8416,The Lord of the Rings,1960,Ciencia Ficción,Martin Scorsese,124,9.1,Italy
8417,Gladiator,2005,Acción,Ridley Scott,92,3.9,USA
8418,Gladiator,1980,Musical,Damien Chazelle,86,8.1,Australia
8419,Spirited Away,1980,Acción,Damien Chazelle,88,8.5,Japan
8420,Pulp Fiction,1961,Animación,Hayao Miyazaki,80,5.4,Italy
8421,Titanic,2003,Acción,Wachowski Sisters,160,8.7,USA
8422,La La Land,1977,Comedia,Wachowski Sisters,92,7.1,Italy
8423,The Dark Knight,1970,Ciencia Ficción,Quentin Tarantino,154,5.7,South Korea
8424,The Lion King,1977,Drama,Steven Spielberg,90,3.3,UK
8425,The Matrix,1979,Acción,George Lucas,118,6.3,UK
8426,The Godfather,1953,Drama,Peter Jackson,98,3.3,Japan
8427,The Matrix,1957,Animación,Hayao Miyazaki,162,4.3,Canada
8428,Star Wars,2007,Comedia,David Fincher,134,6.3,France
8429,Pulp Fiction,1956,Historia,Quentin Tarantino,104,9.1,Canada
8430,Schindler's List,1970,Historia,Martin Scorsese,132,7.3,UK
8431,Schindler's List,1960,Romance,Christopher Nolan,106,7.4,Spain
8432,The Lion King,1950,Drama,Wachowski Sisters,88,2.9,Germany
8433,La La Land,2009,Romance,Wachowski Sisters,173,1.4,France
8434,Star Wars,1967,Acción,Bong Joon-ho,95,7.4,France
8435,The Lord of the Rings,2019,Drama,Bong Joon-ho,125,7.5,Japan
8436,Interstellar,1980,Musical,Quentin Tarantino,116,6.1,Spain
8437,The Matrix,1956,Acción,Hayao Miyazaki,141,3.7,USA
8438,Pulp Fiction,1990,Historia,Bong Joon-ho,125,8.8,Australia
8439,Jurassic Park,1951,Historia,Damien Chazelle,166,2.1,Canada
8440,Avengers: Endgame,2002,Crimen,Quentin Tarantino,170,5.1,Canada
8441,Spirited Away,1952,Historia,Ridley Scott,153,5.1,USA
8442,Fight Club,1979,Romance,Bong Joon-ho,144,5.0,Australia
8443,The Matrix,1978,Ciencia Ficción,Wachowski Sisters,168,1.4,Japan
8444,Parasite,1990,Ciencia Ficción,Christopher Nolan,176,9.5,South Korea
8445,The Lord of the Rings,1952,Musical,Quentin Tarantino,116,7.6,Spain
8446,The Godfather,1968,Historia,Quentin Tarantino,160,9.5,Spain
8447,Fight Club,2007,Romance,Christopher Nolan,146,2.5,South Korea
8448,Interstellar,2005,Acción,Steven Spielberg,124,3.2,Spain
8449,Star Wars,2016,Historia,Quentin Tarantino,110,2.0,Australia
8450,The Lion King,1952,Ciencia Ficción,Ridley Scott,124,8.7,Canada
8451,The Shawshank Redemption,1952,Ciencia Ficción,David Fincher,93,7.6,Spain
8452,Fight Club,1959,Drama,Hayao Miyazaki,92,4.0,France
8453,The Shawshank Redemption,2006,Animación,Bong Joon-ho,97,9.3,Australia
8454,Fight Club,1989,Comedia,Wachowski Sisters,121,9.6,Japan
8455,Jurassic Park,2008,Crimen,David Fincher,156,9.9,Australia
8456,Inception,1995,Musical,David Fincher,145,2.7,Australia
8457,Gladiator,2005,Drama,James Cameron,166,4.6,Spain
8458,Fight Club,2016,Musical,Ridley Scott,133,5.6,France
8459,Parasite,1985,Crimen,Hayao Miyazaki,81,8.1,Australia
8460,Titanic,1968,Musical,Steven Spielberg,121,4.6,Australia
8461,Avengers: Endgame,2021,Thriller,Steven Spielberg,140,2.8,USA
8462,Pulp Fiction,1955,Comedia,Christopher Nolan,140,9.4,UK
8463,Jurassic Park,2001,Romance,Peter Jackson,124,3.0,USA
8464,Spirited Away,1991,Romance,Hayao Miyazaki,165,4.7,Spain
8465,Spirited Away,2013,Crimen,Peter Jackson,91,3.4,Australia
8466,Pulp Fiction,1977,Historia,Quentin Tarantino,156,3.4,USA
8467,Avengers: Endgame,1987,Historia,James Cameron,146,8.2,Spain
8468,Fight Club,1976,Comedia,David Fincher,105,1.2,Australia
8469,The Godfather,1980,Drama,Steven Spielberg,172,7.5,Japan
8470,Jurassic Park,1969,Drama,George Lucas,161,8.2,South Korea
8471,Titanic,1985,Thriller,Martin Scorsese,150,2.7,Italy
8472,Pulp Fiction,1967,Acción,Damien Chazelle,159,6.6,Japan
8473,The Shawshank Redemption,2007,Animación,David Fincher,103,6.6,South Korea
8474,The Shawshank Redemption,1993,Acción,George Lucas,152,4.0,UK
8475,Interstellar,2012,Romance,Hayao Miyazaki,174,8.3,UK
8476,The Lord of the Rings,1953,Animación,Francis Ford Coppola,153,7.8,France
8477,The Lord of the Rings,2022,Comedia,David Fincher,144,6.8,Canada
8478,The Godfather,1989,Ciencia Ficción,Wachowski Sisters,150,2.2,South Korea
8479,Gladiator,1997,Musical,David Fincher,128,3.5,South Korea
8480,Spirited Away,1984,Crimen,Damien Chazelle,106,5.1,Italy
8481,La La Land,2020,Romance,Martin Scorsese,105,2.6,Germany
8482,The Shawshank Redemption,1967,Historia,James Cameron,169,4.5,Australia
8483,The Lord of the Rings,2000,Romance,Steven Spielberg,146,1.2,Germany
8484,The Godfather,1997,Comedia,Francis Ford Coppola,99,1.7,Italy
8485,Star Wars,1963,Animación,David Fincher,104,2.5,Spain
8486,Avengers: Endgame,1969,Ciencia Ficción,James Cameron,107,9.1,Spain
8487,Inception,2009,Thriller,Steven Spielberg,131,2.0,Japan
8488,The Shawshank Redemption,1976,Historia,Steven Spielberg,159,6.9,USA
8489,Interstellar,1974,Musical,Hayao Miyazaki,95,8.3,Spain
8490,Forrest Gump,1992,Crimen,James Cameron,107,5.4,USA
8491,Schindler's List,2006,Ciencia Ficción,Peter Jackson,171,4.2,Germany
8492,Titanic,1971,Animación,Christopher Nolan,90,9.6,Spain
8493,Avengers: Endgame,2022,Animación,Steven Spielberg,106,9.4,Germany
8494,The Shawshank Redemption,1994,Thriller,James Cameron,146,4.5,Canada
8495,Schindler's List,2022,Crimen,Quentin Tarantino,167,6.3,Canada
8496,The Lion King,1980,Animación,Steven Spielberg,171,3.6,Australia
8497,Spirited Away,1985,Musical,Wachowski Sisters,162,5.5,Japan
8498,The Lion King,1986,Acción,David Fincher,144,9.1,Germany
8499,The Dark Knight,1960,Crimen,Damien Chazelle,155,9.6,South Korea
8500,Pulp Fiction,2003,Animación,Bong Joon-ho,145,5.4,Canada
8501,Interstellar,1983,Romance,Hayao Miyazaki,85,7.0,Japan
8502,The Dark Knight,1999,Crimen,Bong Joon-ho,94,9.0,USA
8503,The Dark Knight,1971,Comedia,James Cameron,97,7.2,Spain
8504,Interstellar,1997,Romance,James Cameron,145,6.3,Canada
8505,Pulp Fiction,1989,Ciencia Ficción,Steven Spielberg,104,8.5,USA
8506,Avengers: Endgame,1989,Musical,Damien Chazelle,162,8.3,Spain
8507,The Shawshank Redemption,1976,Musical,Wachowski Sisters,159,8.6,Germany
8508,Avengers: Endgame,1993,Crimen,Wachowski Sisters,92,7.1,USA
8509,Interstellar,1999,Animación,Peter Jackson,107,7.7,Germany
8510,Titanic,1974,Animación,Bong Joon-ho,116,3.1,France
8511,Spirited Away,1959,Romance,David Fincher,148,1.1,Australia
8512,The Dark Knight,1984,Drama,Bong Joon-ho,155,7.4,USA
8513,Titanic,2023,Thriller,Damien Chazelle,109,2.3,Germany
8514,Spirited Away,1981,Crimen,Quentin Tarantino,170,2.8,South Korea
8515,Forrest Gump,2017,Thriller,James Cameron,117,5.0,USA
8516,The Godfather,1995,Crimen,Ridley Scott,80,6.8,Canada
8517,Inception,2012,Animación,Damien Chazelle,85,8.0,South Korea
8518,The Lord of the Rings,1968,Comedia,Bong Joon-ho,86,1.6,UK
8519,The Godfather,2023,Historia,Wachowski Sisters,98,9.0,UK
8520,The Lord of the Rings,1986,Comedia,Damien Chazelle,123,9.5,USA
8521,Avengers: Endgame,1960,Musical,Wachowski Sisters,117,4.6,USA
8522,The Lion King,2020,Musical,Martin Scorsese,129,3.4,South Korea
8523,Parasite,1953,Acción,Christopher Nolan,152,4.0,Italy
8524,Pulp Fiction,1961,Romance,Damien Chazelle,167,8.9,Australia
8525,The Matrix,2019,Acción,Martin Scorsese,178,2.0,UK
8526,Schindler's List,1973,Musical,James Cameron,92,10.0,Spain
8527,The Lion King,2014,Comedia,Peter Jackson,118,6.4,Spain
8528,Pulp Fiction,1976,Animación,George Lucas,91,5.8,France
8529,Parasite,1977,Romance,Ridley Scott,113,6.5,Australia
8530,Interstellar,1980,Ciencia Ficción,Bong Joon-ho,161,9.3,Italy
8531,Inception,1981,Comedia,Wachowski Sisters,176,6.4,Australia
8532,The Matrix,2011,Thriller,George Lucas,96,8.0,USA
8533,Forrest Gump,2013,Ciencia Ficción,Christopher Nolan,135,1.4,UK
8534,Jurassic Park,1966,Thriller,Bong Joon-ho,109,1.8,Spain
8535,The Shawshank Redemption,1965,Musical,Ridley Scott,137,1.4,Japan
8536,Avengers: Endgame,1962,Crimen,Quentin Tarantino,161,6.4,Spain
8537,Inception,1989,Comedia,Francis Ford Coppola,101,4.9,Japan
8538,Avengers: Endgame,1959,Ciencia Ficción,Ridley Scott,139,9.1,USA
8539,Jurassic Park,2011,Historia,David Fincher,124,9.7,France
8540,Jurassic Park,1986,Acción,Ridley Scott,121,6.1,Spain
8541,Avengers: Endgame,2004,Acción,George Lucas,101,4.9,Germany
8542,The Godfather,1976,Acción,Bong Joon-ho,135,8.3,Spain
8543,Jurassic Park,1979,Historia,Bong Joon-ho,124,8.5,USA
8544,Pulp Fiction,1983,Drama,James Cameron,89,8.0,Spain
8545,Fight Club,1951,Crimen,Francis Ford Coppola,97,8.0,Canada
8546,Parasite,1954,Historia,David Fincher,123,7.5,Germany
8547,The Shawshank Redemption,1966,Thriller,Ridley Scott,136,8.2,Australia
8548,The Lord of the Rings,2000,Ciencia Ficción,Francis Ford Coppola,158,5.4,France
8549,The Shawshank Redemption,1955,Acción,Wachowski Sisters,140,1.5,Spain
8550,Fight Club,2014,Historia,Wachowski Sisters,129,8.1,Spain
8551,Parasite,2005,Thriller,George Lucas,169,9.4,Germany
8552,Parasite,1966,Ciencia Ficción,Martin Scorsese,157,3.1,Australia
8553,The Shawshank Redemption,2016,Ciencia Ficción,Quentin Tarantino,96,5.2,Spain
8554,Spirited Away,1971,Ciencia Ficción,Ridley Scott,116,1.2,Canada
8555,Parasite,1982,Animación,David Fincher,153,1.2,Japan
8556,Parasite,1987,Romance,David Fincher,112,7.8,Spain
8557,The Dark Knight,1993,Musical,Hayao Miyazaki,93,7.3,South Korea
8558,Titanic,1973,Musical,Peter Jackson,103,8.0,USA
8559,Forrest Gump,1978,Drama,Martin Scorsese,149,8.7,Spain
8560,The Lord of the Rings,1967,Crimen,Bong Joon-ho,88,5.2,Italy
8561,Avengers: Endgame,1998,Thriller,Francis Ford Coppola,144,9.3,Japan
8562,La La Land,1970,Crimen,David Fincher,171,6.2,Canada
8563,The Lord of the Rings,1995,Comedia,Francis Ford Coppola,104,8.0,Spain
8564,Forrest Gump,2012,Musical,Francis Ford Coppola,173,6.3,Spain
8565,Spirited Away,1973,Thriller,David Fincher,125,9.7,Australia
8566,Jurassic Park,1981,Acción,Bong Joon-ho,173,7.9,Canada
8567,Interstellar,1978,Drama,Peter Jackson,117,2.6,USA
8568,Parasite,1996,Ciencia Ficción,Ridley Scott,112,5.6,South Korea
8569,Interstellar,1958,Thriller,Ridley Scott,102,7.9,Canada
8570,Spirited Away,1979,Comedia,Quentin Tarantino,157,8.2,South Korea
8571,Spirited Away,1968,Romance,Bong Joon-ho,135,9.0,Germany
8572,La La Land,2009,Animación,Martin Scorsese,118,4.4,South Korea
8573,The Dark Knight,1992,Comedia,Martin Scorsese,98,6.5,Japan
8574,The Matrix,1987,Thriller,Ridley Scott,109,4.3,USA
8575,Interstellar,1980,Ciencia Ficción,Francis Ford Coppola,109,1.4,Canada
8576,Titanic,1965,Animación,Francis Ford Coppola,144,1.1,Japan
8577,Forrest Gump,1963,Crimen,Ridley Scott,103,3.0,South Korea
8578,Jurassic Park,1967,Crimen,Peter Jackson,83,1.5,France
8579,The Shawshank Redemption,1978,Romance,Quentin Tarantino,177,3.6,Canada
8580,Pulp Fiction,1986,Crimen,Quentin Tarantino,91,1.0,Australia
8581,The Shawshank Redemption,1993,Comedia,Ridley Scott,89,5.0,UK
8582,The Shawshank Redemption,1977,Comedia,Quentin Tarantino,142,5.6,Spain
8583,Inception,1974,Animación,Steven Spielberg,160,5.9,France
8584,Forrest Gump,1951,Drama,Christopher Nolan,140,1.9,South Korea
8585,The Lord of the Rings,1996,Romance,David Fincher,118,2.9,Spain
8586,The Dark Knight,2000,Animación,Steven Spielberg,89,8.2,UK
8587,Star Wars,1975,Musical,Quentin Tarantino,148,9.2,Italy
8588,The Shawshank Redemption,2020,Drama,Steven Spielberg,112,2.6,USA
8589,Gladiator,1989,Crimen,David Fincher,89,1.6,Canada
8590,Avengers: Endgame,2011,Drama,Bong Joon-ho,98,1.5,Germany
8591,The Lord of the Rings,1997,Romance,Wachowski Sisters,120,7.9,South Korea
8592,Parasite,1995,Musical,Ridley Scott,158,6.6,South Korea
8593,La La Land,2011,Acción,David Fincher,121,6.6,Japan
8594,Forrest Gump,1996,Comedia,Damien Chazelle,156,8.9,UK
8595,Fight Club,1951,Crimen,David Fincher,128,8.1,USA
8596,Star Wars,1989,Historia,Damien Chazelle,171,7.9,France
8597,The Lion King,1976,Musical,Ridley Scott,173,1.7,Italy
8598,Gladiator,1965,Musical,Martin Scorsese,96,6.2,Germany
8599,Pulp Fiction,2019,Musical,Steven Spielberg,152,7.3,Australia
8600,Forrest Gump,2019,Romance,James Cameron,143,6.9,Spain
8601,Inception,1950,Animación,Steven Spielberg,87,8.7,Japan
8602,Spirited Away,1964,Thriller,Wachowski Sisters,169,4.9,Australia
8603,Titanic,1990,Musical,Wachowski Sisters,122,8.8,Canada
8604,The Godfather,1953,Thriller,David Fincher,141,8.4,Germany
8605,Jurassic Park,1991,Historia,Francis Ford Coppola,127,2.8,Spain
8606,Forrest Gump,1955,Animación,Quentin Tarantino,114,1.0,South Korea
8607,The Matrix,1955,Ciencia Ficción,Quentin Tarantino,112,5.8,UK
8608,Fight Club,2005,Acción,Ridley Scott,109,6.6,South Korea
8609,The Godfather,1950,Crimen,James Cameron,133,9.3,UK
8610,The Matrix,2013,Animación,Steven Spielberg,157,7.9,Italy
8611,The Matrix,2014,Thriller,Hayao Miyazaki,97,3.8,Italy
8612,Forrest Gump,1966,Romance,Peter Jackson,118,8.8,South Korea
8613,Star Wars,2004,Acción,David Fincher,103,4.9,Italy
8614,Fight Club,1951,Crimen,George Lucas,135,5.1,Canada
8615,The Lord of the Rings,2007,Drama,Francis Ford Coppola,140,2.9,Germany
8616,Forrest Gump,1978,Animación,Hayao Miyazaki,116,3.5,Australia
8617,Pulp Fiction,2000,Historia,Martin Scorsese,126,4.2,France
8618,The Lord of the Rings,1970,Romance,James Cameron,141,3.0,Canada
8619,La La Land,2020,Drama,Steven Spielberg,134,7.0,France
8620,The Shawshank Redemption,2021,Comedia,James Cameron,139,6.3,Germany
8621,Spirited Away,1955,Thriller,Bong Joon-ho,113,3.0,Germany
8622,Gladiator,1987,Thriller,Ridley Scott,134,3.2,Germany
8623,The Dark Knight,1972,Drama,Bong Joon-ho,92,2.1,South Korea
8624,Pulp Fiction,1975,Acción,Francis Ford Coppola,123,2.5,Germany
8625,Parasite,1992,Comedia,Peter Jackson,143,4.1,France
8626,Spirited Away,2004,Romance,Ridley Scott,117,4.1,USA
8627,Pulp Fiction,2007,Romance,Francis Ford Coppola,82,9.6,South Korea
8628,La La Land,2014,Musical,Hayao Miyazaki,85,5.9,Germany
8629,The Lord of the Rings,1990,Romance,George Lucas,120,7.2,Germany
8630,The Godfather,1967,Ciencia Ficción,Francis Ford Coppola,120,1.2,Italy
8631,Forrest Gump,2014,Comedia,Steven Spielberg,108,5.2,Italy
8632,The Lord of the Rings,1966,Historia,Peter Jackson,167,7.9,Spain
8633,The Lord of the Rings,1991,Historia,Christopher Nolan,82,6.3,France
8634,The Matrix,1967,Animación,Ridley Scott,139,8.9,Canada
8635,The Lion King,1959,Thriller,Ridley Scott,159,9.0,Canada
8636,Forrest Gump,1955,Historia,Damien Chazelle,130,4.7,Germany
8637,Forrest Gump,2021,Drama,Christopher Nolan,99,2.3,France
8638,Spirited Away,1962,Thriller,Quentin Tarantino,112,9.7,USA
8639,Interstellar,2009,Drama,David Fincher,124,3.2,Germany
8640,The Shawshank Redemption,1971,Comedia,George Lucas,94,5.8,South Korea
8641,The Shawshank Redemption,1983,Crimen,Ridley Scott,136,3.4,Australia
8642,Titanic,2008,Musical,Hayao Miyazaki,140,7.4,Germany
8643,Pulp Fiction,2016,Crimen,Quentin Tarantino,160,8.7,Spain
8644,Spirited Away,2011,Acción,Damien Chazelle,111,5.7,France
8645,Inception,1997,Crimen,James Cameron,106,1.3,Germany
8646,La La Land,2013,Crimen,James Cameron,156,1.7,Italy
8647,The Shawshank Redemption,1984,Animación,Quentin Tarantino,122,8.2,Germany
8648,The Dark Knight,2008,Crimen,Peter Jackson,130,5.1,Canada
8649,Star Wars,2006,Thriller,Steven Spielberg,114,7.3,USA
